author_id	Type	Lang	Stance
2992138403	Political actors	es	Unclear
2992139217	Political actors	fr	Unclear
240447091	Political actors	es	Unclear
240390424	Political actors	fr	Unclear
1269943150606508032	Political actors	fr	Unclear
67690947	Political actors	fr	Unclear
2222178930	Journalistic actors	en	Unclear
2783708485	Private individuals	en	Against
42358396	Private individuals	fi	Unclear
180748385	Advocacy actors	en	Unclear
1098150384554651648	Political actors	es	Unclear
2722148671	Political actors	en	Unclear
3329706867	Political actors	es	Unclear
3329832694	Political actors	fr	Unclear
258856294	Advocacy actors	es	For
268429621	Advocacy actors	en	For
3307267886	Advocacy actors	en	For
841628720137981956	Advocacy actors	en	For
2410531753	Advocacy actors	en	For
916303836020649984	Private individuals	en	For
15480982	Advocacy actors	fr	For
723707190532411393	Advocacy actors	en	Unclear
460860631	Advocacy actors	es	For
11695472	Advocacy actors	en	For
1116059487578853376	Political actors	en	Unclear
52119056	Private individuals	en	For
14250027	Private individuals	en	Unclear
1542047438	Advocacy actors	en	For
498700046	Advocacy actors	en	For
73220515	Business actors	es	For
107405774	Business actors	es	For
1056976567644143616	Advocacy actors	es	For
1949048196	Advocacy actors	en	Unclear
71016845	Political actors	fr	Unclear
3910893854	Journalistic actors	en	For
122263336	Other	es	Unclear
922576411424108544	Advocacy actors	fr	Unclear
2540683806	Business actors	en	Unclear
229114172	Private individuals	en	For
2850894079	Advocacy actors	en	For
4264392573	Unclear	N/A	Unclear
214842351	Political actors	en	For
17006804	Journalistic actors	en	For
4227348069	Unclear	N/A	Unclear
825007268	Journalistic actors	pl	For
986956174301032449	Journalistic actors	en	For
392736698	Advocacy actors	en	For
897486768	Private individuals	fr	Unclear
1397879689977516033		en	Unclear
2886909616	Advocacy actors	en	Unclear
1318044298093432832	Business actors	en	For
153515520	Advocacy actors	en	For
1337876484564766720	Private individuals	es	Unclear
741634147849011200	Journalistic actors	en	For
1443629296237486115	Advocacy actors	en	For
72309286	Business actors	en	Unclear
2608740770	Private individuals	en	Unclear
76591376	Political actors	en	Unclear
3117916985	Advocacy actors	en	For
12729672	Advocacy actors	en	For
2858436910	Private individuals	en	Unclear
1054706622642249728	Journalistic actors	en	For
4332430936	Private individuals	en	Unclear
4209930574	Unclear	N/A	Unclear
4190266593	Business actors	en	Unclear
237519969	Private individuals	en	For
82355306	Advocacy actors	en	For
3336337786	Advocacy actors	en	Unclear
976044845470011393	Other	en	Unclear
212041664	Private individuals	en	Unclear
1403785571655426049	Advocacy actors	en	For
234819453	Advocacy actors	en	For
1543237478	Business actors	en	Unclear
793673772	Advocacy actors	es	For
587818063	Political actors	en	Unclear
352449761	Political actors	es	Unclear
574865787	Political actors	es	Unclear
4141468840	Unclear	N/A	Unclear
2722185202	Political actors	es	Unclear
3146625050	Advocacy actors	en	For
254060179	Political actors	en	For
2374111219	Advocacy actors	en	Unclear
179931221	Other	en	Unclear
2389161066	Other	de	Unclear
3081540778	Business actors	pl	Unclear
2151392973	Unclear	N/A	Unclear
2313604128	Private individuals	fr	Unclear
4227188435	Unclear	N/A	Unclear
3171239508	Advocacy actors	en	For
1201095989249167360	Advocacy actors	en	For
1027202525739540481	Political actors	en	For
2207156610	Advocacy actors	en	For
58766805	Political actors	en	For
123174284	Private individuals	en	Unclear
3881648534	Private individuals	nl	Unclear
1365460075	Advocacy actors	en	For
710143031744335872	Business actors	de	For
3995707311	Political actors	es	For
1853773886	Political actors	es	Unclear
959993766	Political actors	fr	Unclear
46671396	Advocacy actors	en	For
2836961234	Business actors	en	Unclear
934009284	Unclear	it	Unclear
847069094264410112	Advocacy actors	en	For
878828414	Scientific actors	en	Unclear
40056514	Political actors	fr	Unclear
1233756194	Advocacy actors	sv	For
4273745955	Unclear	N/A	Unclear
2993007933	Advocacy actors	en	For
1476593672	Private individuals	en	For
1449732254	Journalistic actors	fr	Unclear
14181214	Journalistic actors	en	Unclear
113791413	Business actors	fr	Unclear
30697822	Journalistic actors	es	Unclear
110685556	Journalistic actors	en	Unclear
31414330	Journalistic actors	es	Unclear
126255908	Journalistic actors	pl	Unclear
940933520855392257	Journalistic actors	es	Unclear
210501383	Journalistic actors	it	Unclear
1138157633062473729	Advocacy actors	en	For
14786217	Advocacy actors	en	For
117708713	Private individuals	en	For
1438897638561177605	Unclear	N/A	Unclear
1005422441492082688	Political actors	en	Unclear
330826792	Journalistic actors	en	Unclear
2594262687	Other	en	Unclear
960553059339259904	Unclear	N/A	Unclear
301336546	Advocacy actors	en	Unclear
3018960919	Journalistic actors	en	Unclear
3252421048	Political actors	es	Unclear
1601822730	Journalistic actors	ca	Unclear
3340170124	Political actors	es	For
163906947	Advocacy actors	en	For
1172482290385117184	Advocacy actors	en	For
40848062	Political actors	fr	Unclear
588144925	Political actors	en	For
4210691261	Unclear	N/A	Unclear
3168316102	Business actors	en	Unclear
385570110	Business actors	en	For
380202490	Advocacy actors	en	For
829651621529403392	Advocacy actors	en	For
915567255316058112	Scientific actors	en	Unclear
2573589540	Journalistic actors	fr	Unclear
398782760	Journalistic actors	es	Unclear
1652541	Journalistic actors	en	Unclear
15954704	Journalistic actors	en	Unclear
201867844	Journalistic actors	es	Unclear
249584626	Advocacy actors	en	For
377463407	Advocacy actors	en	For
4242379762	Unclear	N/A	Unclear
481875592	Advocacy actors	es	For
3996658821	Advocacy actors	de	For
27911608	Business actors	en	Unclear
1177314884138229760	Business actors	en	Unclear
3063529148	Journalistic actors	en	For
2317168669	Unclear	en	For
115902452	Advocacy actors	en	For
38418472	Advocacy actors	en	For
50113171	Private individuals	en	For
120073332	Private individuals	es	For
117634822	Private individuals	es	Unclear
224741510	Journalistic actors	es	For
813816978	Private individuals	en	For
15268888	Private individuals	en	For
15300222	Scientific actors	en	For
308502351	Advocacy actors	en	For
2855009189	Journalistic actors	es	Unclear
39321874	Journalistic actors	es	Unclear
1444650845203800083	Advocacy actors	en	For
1146839168460492801	Advocacy actors	en	Unclear
394292288	Private individuals	en	Unclear
1118881013273436160	Journalistic actors	en	Unclear
2785759100	Business actors	en	For
74725264	Scientific actors	en	For
576283039	Private individuals	fr	For
821029165	Business actors	es	Unclear
69232915	Private individuals	en	For
721408764268670977	Business actors	en	Unclear
3403177689	Private individuals	fr	For
155281285	Private individuals	en	Unclear
1150725536	Political actors	en	Unclear
1478140451093897217	Unclear	N/A	Unclear
771484160653266944	Journalistic actors	en	Unclear
2595956492	Business actors	fr	For
14995404	Advocacy actors	en	For
2380746024	Advocacy actors	es	For
311980389	Journalistic actors	en	For
215358430	Unclear	N/A	Unclear
56379371	Private individuals	en	For
3908996909	Private individuals	en	For
1333830140917288960	Private individuals	en	For
114603327	Advocacy actors	es	Unclear
295022654	Private individuals	en	Unclear
1584388433560190977	Unclear	ar	Unclear
1011036600	Advocacy actors	es	For
1092273055	Business actors	de	Unclear
328984718	Business actors	en	Unclear
2765959278	Advocacy actors	en	For
418618795	Business actors	en	Unclear
176749652	Political actors	en	Unclear
1404156642292289536	Bots	en	For
806977457567846400	Scientific actors	en	For
29961662	Political actors	en	Unclear
19239595	Business actors	en	Unclear
105093751	Advocacy actors	en	For
721394198147121152	Advocacy actors	en	For
1039985036	Journalistic actors	en	Unclear
972825800650215424	Political actors	en	For
2912554347	Private individuals	en	For
54555881	Scientific actors	en	For
4815506159	Advocacy actors	en	Unclear
486513963	Advocacy actors	es	Unclear
217142397	Political actors	es	Unclear
69032746	Political actors	fr	Unclear
221041703	Advocacy actors	en	For
63135089	Advocacy actors	en	For
3222152657	Private individuals	es	Unclear
72301696	Political actors	es	Unclear
418660662	Political actors	es	Unclear
2902545046	Political actors	es	Unclear
2749136474	Political actors	es	Unclear
29655554	Journalistic actors	en	For
988170011436027905	Advocacy actors	en	For
3382476081	Advocacy actors	es	For
293715722	Advocacy actors	en	For
1088478896184545280	Private individuals	es	Unclear
795262295790059521	Advocacy actors	en	For
794561053543829505	Unclear	fr	Unclear
2469304064	Advocacy actors	en	Unclear
757277563878305793	Private individuals	en	Unclear
390087456	Advocacy actors	es	Unclear
1215075229212520448	Private individuals	en	Unclear
1116070844588077057	Private individuals	fi	Unclear
559727682	Scientific actors	en	Unclear
42616109	Scientific actors	en	Unclear
627358296	Private individuals	en	Unclear
526871737	Journalistic actors	en	Unclear
614309485	Journalistic actors	fr	Unclear
16204520	Private individuals	en	Unclear
120096860	Advocacy actors	en	Unclear
4296150328	Advocacy actors	en	For
7587032	Journalistic actors	en	Unclear
1298594508444250112	Bots	en	Unclear
581885870	Advocacy actors	en	For
102634281	Advocacy actors	en	For
478448085	Advocacy actors	fr	For
1197975109912449026	Private individuals	en	Unclear
52129399	Advocacy actors	en	For
2603080159	Unclear	N/A	Unclear
500629760	Advocacy actors	en	For
1287795907468165120	Political actors	de	For
1532784048233402369	Advocacy actors	en	For
1068519909393481732	Advocacy actors	en	For
127924639	Political actors	en	Unclear
95275969	Business actors	en	For
2775155944	Political actors	en	Unclear
282866169	Political actors	en	Unclear
1269754130	Business actors	en	For
487430439	Business actors	en	For
121156279	Advocacy actors	en	For
247262571	Political actors	de	Unclear
95929842	Private individuals	en	Unclear
18620370	Private individuals	en	Unclear
2288722206	Business actors	en	Unclear
2891115389	Private individuals	en	Unclear
1018275578	Business actors	en	For
21150492	Private individuals	en	Against
344264745	Private individuals	en	Unclear
2305007372	Advocacy actors	de	For
2348668790	Advocacy actors	en	For
52745772	Business actors	en	For
1072436633423749120	Advocacy actors	en	For
373149557	Private individuals	en	Unclear
2415709159	Journalistic actors	en	For
3584633117	Advocacy actors	en	For
314125926	Advocacy actors	en	For
3965031134	Advocacy actors	en	For
1166444989791948800	Business actors	en	For
17031634	Business actors	en	For
4894998057	Advocacy actors	en	For
104157210	Advocacy actors	en	Unclear
75742264	Private individuals	en	For
109275078	Journalistic actors	en	For
2989893645	Private individuals	en	Unclear
1011983399454674944	Advocacy actors	pl	For
3955066875	Unclear	N/A	Unclear
792101335944589313	Advocacy actors	fr	Unclear
117675584	Private individuals	nl	Unclear
343434163	Journalistic actors	en	For
247637778	Private individuals	fr	For
186303421	Unclear	N/A	Unclear
3269430409	Journalistic actors	en	Unclear
3929825535	Unclear	N/A	Unclear
14683800	Advocacy actors	en	For
3225196095	Unclear	N/A	Unclear
709137760230252544	Business actors	es	Unclear
3129768538	Journalistic actors	es	Unclear
296005306	Journalistic actors	en	Unclear
45013575	Journalistic actors	es	Unclear
84024445	Journalistic actors	fr	Unclear
773656300836286464	Private individuals	en	For
125592597	Scientific actors	en	For
32469366	Advocacy actors	da	Unclear
1365269072598941698	Private individuals	en	Unclear
160734060	Political actors	el	For
28415778	Unclear	en	Unclear
809012353	Business actors	en	Unclear
388839971	Business actors	en	Unclear
4502488588	Advocacy actors	en	Unclear
1375452127246626818	Advocacy actors	en	Unclear
1230137739984736256	Advocacy actors	en	For
30848629	Political actors	en	Unclear
1241258612	Journalistic actors	en	Unclear
16627931	Business actors	en	Unclear
1014522329114783745	Advocacy actors	en	For
22667478	Business actors	en	Unclear
59460397	Journalistic actors	en	For
2587748954	Journalistic actors	en	For
13120642	Journalistic actors	en	Unclear
1585550371753283584	Political actors	en	For
17850268	Advocacy actors	en	Unclear
1917731	Journalistic actors	en	Unclear
1354750295197294592	Business actors	en	For
20583993	Journalistic actors	en	Unclear
266628437	Unclear	en	Unclear
17596622	Advocacy actors	en	For
16308922	Journalistic actors	en	Unclear
1875678475	Advocacy actors	en	Unclear
271846476	Advocacy actors	en	Unclear
1585757927868346368	Advocacy actors	en	For
153813437	Business actors	en	Unclear
4782762742	Scientific actors	en	For
906039584663904257	Business actors	en	Unclear
119049214	Advocacy actors	en	For
20583090	Journalistic actors	en	Unclear
2962665473	Journalistic actors	en	Unclear
78786944	Journalistic actors	en	For
3127029065	Scientific actors	en	For
450481607	Private individuals	fr	For
556954777	Journalistic actors	en	Unclear
4316815947	Advocacy actors	en	Unclear
257516506	Scientific actors	en	Unclear
20941708	Private individuals	en	For
4242170841	Unclear	N/A	Unclear
3558739527	Private individuals	en	For
295713773	Advocacy actors	en	Unclear
2551981338	Advocacy actors	en	For
2465496145	Private individuals	en	For
2343117278	Advocacy actors	en	For
1160119192663646208	Journalistic actors	en	Unclear
791282068516958210	Advocacy actors	en	Unclear
786625296	Journalistic actors	fr	Unclear
1110193326739914753	Private individuals	ca	For
1510872259648315397	Private individuals	sw	Unclear
4075760297	Advocacy actors	en	For
3794094749	Business actors	en	Unclear
431640883	Advocacy actors	es	For
425507248	Private individuals	en	Unclear
869507689	Advocacy actors	es	For
935586888316014594	Business actors	en	Unclear
1359880563688165378	Advocacy actors	en	Unclear
962288264	Business actors	en	Unclear
607698782	Journalistic actors	en	Unclear
3600071597	Political actors	fr	Unclear
408194759	Unclear	en	Unclear
2779080692	Private individuals	en	For
2480108282	Scientific actors	en	Unclear
1005028594136092673	Political actors	es	Unclear
1061604390828617728	Advocacy actors	en	For
887378793958174728	Other	N/A	For
2790572710	Bots	en	Unclear
18290719	Business actors	en	For
25267789	Advocacy actors	es	For
740182067250597888	Unclear	N/A	Unclear
1285156706415149056	Unclear	N/A	Unclear
1136578029923082240	Advocacy actors	en	Unclear
1127143755499225088	Advocacy actors	en	Unclear
56692178	Business actors	en	Unclear
105103721	Journalistic actors	fr	Unclear
889180130	Political actors	en	For
468731306	Political actors	en	Unclear
968813262	Advocacy actors	en	Unclear
491382269	Political actors	fr	Unclear
26758197	Scientific actors	en	Unclear
86379470	Advocacy actors	es	Unclear
149341639	Scientific actors	en	Unclear
172285255	Journalistic actors	en	Unclear
46394470	Political actors	en	Unclear
166144866	Political actors	cy	Unclear
2999447739	Political actors	en	Unclear
1092343556	Political actors	en	Unclear
219756032	Political actors	en	Unclear
52505094	Political actors	en	Unclear
1091986813	Political actors	de	Unclear
202553123	Political actors	en	Unclear
205171299	Political actors	en	Unclear
106355048	Political actors	en	Unclear
85772756	Political actors	en	Unclear
16883794	Political actors	en	Unclear
361134431	Political actors	en	Unclear
1278401163373707267	Political actors	en	Unclear
732141019114930176	Scientific actors	en	Unclear
48062303	Advocacy actors	en	For
4171408714	Advocacy actors	en	Unclear
71267215	Political actors	en	Unclear
733202580927619072	Private individuals	en	For
383359690	Advocacy actors	pt	For
40001204	Political actors	en	For
3387098549	Political actors	en	For
17463923	Advocacy actors	en	For
3014222399	Political actors	en	For
81918362	Political actors	en	Unclear
260928758	Political actors	en	Unclear
20596281	Political actors	en	For
38146999	Political actors	en	For
867351037	Political actors	en	Unclear
164263382	Political actors	en	Unclear
517661405	Advocacy actors	en	For
38704343	Political actors	en	For
930520257344753664	Political actors	N/A	Unclear
74447139	Political actors	en	Unclear
104277809	Journalistic actors	en	Unclear
1304078274428104705	Political actors	en	For
17969699	Political actors	en	For
22972898	Political actors	en	For
1693288640	Political actors	en	For
276900575	Political actors	en	For
3387103227	Political actors	de	For
95315665	Political actors	en	For
216356915	Political actors	en	For
742622898339221504	Political actors	en	For
1131490810770403329	Journalistic actors	en	For
92263845	Political actors	en	For
791812078730223616	Political actors	en	For
2394400310	Political actors	en	For
1039842816443248642	Political actors	en	For
971765917	Political actors	en	For
295032345	Political actors	en	For
3813552503	Political actors	en	For
845553265	Advocacy actors	en	For
93835044	Advocacy actors	en	For
326214407	Political actors	en	For
20646711	Political actors	en	For
2976338879	Political actors	en	For
614991310	Political actors	en	Unclear
1196306925975195648	Unclear	N/A	Unclear
771369697770147840	Political actors	fr	Unclear
33933259	Political actors	en	Unclear
16145473	Political actors	en	Unclear
453975069	Business actors	es	For
317042569	Political actors	en	Unclear
34248609	Political actors	en	Unclear
271365891	Political actors	en	For
910755273723322368	Political actors	en	Unclear
14159148	Political actors	en	For
53347655	Political actors	en	Unclear
1238960191	Political actors	en	Unclear
39511166	Political actors	en	Unclear
2590358845	Advocacy actors	en	For
63072063	Scientific actors	en	Unclear
204698478	Political actors	en	Unclear
105328660	Political actors	en	Unclear
77445267	Political actors	en	Unclear
4019218642	Advocacy actors	en	For
264344384	Political actors	pt	Unclear
202270507	Advocacy actors	en	For
22784404	Journalistic actors	en	Unclear
1067338101524258818	Scientific actors	en	For
1117187256060530688	Advocacy actors	en	Unclear
1000068751809699840	Advocacy actors	en	For
1060592071	Advocacy actors	fr	For
15105310	Advocacy actors	de	For
95687779	Business actors	en	For
398544200	Business actors	es	For
4226488762	Unclear	N/A	Unclear
70574146	Private individuals	en	For
4209966466	Unclear	N/A	Unclear
1192442587	Advocacy actors	it	Unclear
72506570	Advocacy actors	en	For
500156611	Private individuals	en	Unclear
886249835375894528	Advocacy actors	en	For
1444223260862947328	Unclear	ar	Unclear
338279064	Private individuals	fr	For
88935290	Political actors	en	Unclear
3093680776	Advocacy actors	en	Unclear
3817605220	Business actors	en	Unclear
317139568	Business actors	en	Unclear
233606438	Business actors	en	Unclear
21302574	Political actors	en	For
20460766	Advocacy actors	en	For
403296630	Journalistic actors	fr	Unclear
800285348261556224	Business actors	en	For
2469606308	Business actors	en	For
88933467	Business actors	en	For
117142908	Private individuals	en	Unclear
1246951472	Advocacy actors	en	For
52354544	Advocacy actors	en	For
2386979696	Advocacy actors	fr	For
22977061	Advocacy actors	en	For
221329002	Political actors	en	For
876286676	Private individuals	de	Against
77773975	Business actors	en	For
827296225955180544	Business actors	en	Unclear
44083464	Advocacy actors	en	For
575586179	Advocacy actors	en	Unclear
159596430	Advocacy actors	en	Unclear
1436152004531965959	Unclear	N/A	Unclear
1176106257440288769	Advocacy actors	en	For
466440245	Advocacy actors	en	Unclear
52199699	Advocacy actors	en	For
711760467383877632	Journalistic actors	en	Unclear
1874916482	Political actors	de	Unclear
1433607055	Unclear	N/A	Unclear
210005449	Journalistic actors	en	Unclear
590044851	Business actors	en	Unclear
31226675	Private individuals	de	Unclear
2902808548	Advocacy actors	en	For
802561943487836164	Advocacy actors	en	For
65339733	Scientific actors	en	For
27860681	Business actors	en	Unclear
135187648	Business actors	en	Unclear
190162349	Business actors	en	Unclear
16544818	Advocacy actors	en	Unclear
17523060	Advocacy actors	en	Unclear
3308367485	Business actors	en	Unclear
233978001	Advocacy actors	en	Unclear
2326228160	Business actors	en	Unclear
4912519991	Business actors	en	Unclear
20518867	Advocacy actors	en	Unclear
377026626	Business actors	en	Unclear
2421039782	Business actors	en	Unclear
198573449	Business actors	en	Unclear
100189549	Advocacy actors	en	For
5120691	Advocacy actors	en	Unclear
27830610	Advocacy actors	en	Unclear
147129584	Advocacy actors	en	For
1244194359811039234	Advocacy actors	en	Unclear
113062227	Advocacy actors	en	Unclear
74173892	Advocacy actors	en	Unclear
14559745	Advocacy actors	en	For
466406894	Advocacy actors	en	For
156669931	Advocacy actors	en	For
901799294184939520	Advocacy actors	en	For
1452918261406896130	Advocacy actors	en	For
202313343	Advocacy actors	en	For
3428906843	Advocacy actors	en	For
25108596	Advocacy actors	en	For
18505952	Advocacy actors	en	For
79162432	Advocacy actors	de	Unclear
3879904791	Advocacy actors	en	For
193355234	Advocacy actors	es	For
1707421520	Advocacy actors	en	For
518918764	Advocacy actors	es	For
89153759	Advocacy actors	es	For
38504139	Advocacy actors	en	For
19731386	Advocacy actors	fr	For
4236147694	Advocacy actors	es	For
87227411	Advocacy actors	fr	For
111586052	Advocacy actors	pl	For
461907696	Advocacy actors	en	For
88577355	Advocacy actors	ja	For
1019974187975430144	Advocacy actors	en	For
736867424545316864	Private individuals	en	For
82703417	Private individuals	tr	For
719597362327527424	Private individuals	tr	Unclear
990566363088457728	Political actors	en	Unclear
29584150	Advocacy actors	en	For
2287648781	Advocacy actors	en	For
930735724634296320	Private individuals	N/A	Unclear
1305495664005132288	Advocacy actors	en	For
828970538659880962	Advocacy actors	en	For
826369877929709568	Advocacy actors	en	For
96335206	Advocacy actors	en	For
4242367515	Political actors	N/A	Unclear
3413704335	Advocacy actors	en	For
55558163	Advocacy actors	en	For
2365497828	Advocacy actors	es	For
621925745	Advocacy actors	en	For
824380421295210497	Advocacy actors	en	Unclear
2367177234	Political actors	ru	Against
807456128489717760	Political actors	N/A	Against
4044235875	Political actors	N/A	Against
254120931	Political actors	ru	Against
2611249484	Political actors	ru	Against
1380925475883790343	Unclear	ar	Unclear
1448278884345077771	Journalistic actors	ar	Unclear
1375447564200288258	Business actors	ar	Unclear
245949706	Journalistic actors	ar	Unclear
460210929	Political actors	ar	Unclear
288483638	Political actors	ar	Unclear
262813216	Political actors	ar	Unclear
249409411	Political actors	ar	Unclear
1423967963196035075	Unclear	ar	Unclear
615314107	Journalistic actors	ar	Unclear
824215967198773248	Journalistic actors	ar	For
1217052988377849856	Journalistic actors	ar	Unclear
36636494	Journalistic actors	ar	Unclear
301120393	Journalistic actors	ar	Unclear
1244025374142607361	Private individuals	ar	Unclear
929320292320792576	Journalistic actors	ar	Unclear
584755259	Political actors	ar	Unclear
2860544847	Journalistic actors	ar	Unclear
526343521	Journalistic actors	ar	Unclear
2269124106	Journalistic actors	ar	Unclear
819852722690203648	Unclear	ar	Unclear
1176280797516619776	Unclear	ar	Unclear
549912548	Journalistic actors	ar	Unclear
35495232	Private individuals	en	For
760890588023681024	Private individuals	ar	Unclear
216289357	Journalistic actors	N/A	Unclear
119756265	Journalistic actors	ar	Unclear
482003862	Advocacy actors	ar	Unclear
794922212054749184	Journalistic actors	ar	Unclear
1528829625476038657	Unclear	ar	Unclear
418443466	Private individuals	ar	Unclear
562709681	Journalistic actors	ar	Unclear
1250053163295674371	Unclear	ur	Unclear
1321331874	Advocacy actors	ar	Unclear
442854414	Journalistic actors	ar	Unclear
624686972	Journalistic actors	ar	Unclear
868056089136377856	Advocacy actors	ar	Unclear
1086648448198328320	Journalistic actors	ar	Unclear
2764051885	Journalistic actors	ar	Unclear
777097908374110208	Journalistic actors	ar	Unclear
195652796	Political actors	ar	Unclear
1253279134194819075	Advocacy actors	ml	Unclear
285504538	Private individuals	ta	Unclear
1453626343887880193	Private individuals	ar	Unclear
998418723181510656	Advocacy actors	ja	For
210651550	Private individuals	N/A	Unclear
1586015807171047426	Political actors	ja	Unclear
765420034034274306	Advocacy actors	ja	For
810768404810498048	Advocacy actors	ja	For
420704981	Political actors	en	Unclear
265793847	Private individuals	en	For
2540766846	Private individuals	ja	Unclear
2939169332	Private individuals	no	Unclear
198831061	Private individuals	N/A	Unclear
3028247758	Unclear	en	Unclear
710844287341170688	Unclear	N/A	Unclear
